Staff_Id,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlySalary,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Quarter1_KPI_Score,Quarter2_KPI_Score,Quarter3_KPI_Score,Quarter4_KPI_Score
SN00636,38.0,Non-Travel,152.0,Sales,10,3,Technical Degree,983,3,Female,3,2,Sales Executive,4,Single,5666,1,Y,Yes,13,3,2,80,0,6,1,3,5,3,1,3,51,29,58,58
SN00637,30.0,Travel_Rarely,793.0,Research & Development,16,1,Life Sciences,1729,2,Male,3,1,Research Scientist,4,Married,2862,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8,52,36,64,59
SN00638,20.0,Travel_Rarely,959.0,Research & Development,1,3,Life Sciences,657,4,Female,2,1,Research Scientist,2,Single,2836,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0,48,24,56,54
SN00639,38.0,Travel_Rarely,268.0,Research & Development,2,5,Medical,773,4,Male,3,1,Research Scientist,3,Married,3057,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1,50,27,56,52
SN00641,27.0,Travel_Rarely,1115.0,Research & Development,0,4,Medical,700,1,Male,2,1,Research Scientist,4,Single,2045,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1,48,23,56,54
SN00642,36.0,Travel_Rarely,1278.0,Human Resources,8,3,Life Sciences,878,1,Male,2,1,Human Resources,1,Married,2342,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3,50,45,67,71
SN00643,42.0,Travel_Rarely,1210.0,Research & Development,2,3,Medical,1542,3,Male,2,1,Laboratory Technician,2,Married,4841,4,Y,No,14,3,2,80,1,4,3,3,1,0,0,0,63,48,68,68
SN00644,58.0,Travel_Frequently,1216.0,Research & Development,15,4,Life Sciences,1837,1,Male,3,4,Research Director,3,Married,15787,2,Y,Yes,14,3,2,80,0,23,3,3,2,2,2,2,61,45,67,64
SN00645,33.0,Travel_Rarely,654.0,Research & Development,0,3,Life Sciences,1099,4,Male,2,3,Healthcare Representative,4,Divorced,7119,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2,65,33,62,63
SN00646,34.0,Travel_Rarely,1354.0,Research & Development,0,3,Medical,153,3,Female,2,3,Manager,1,Single,11631,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8,70,51,83,83
SN00647,,Travel_Rarely,802.0,Research & Development,10,3,Other,1028,2,Male,3,1,Laboratory Technician,4,Divorced,3917,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2,61,50,76,72
SN00648,,Travel_Rarely,1029.0,Research & Development,16,3,Life Sciences,1529,4,Female,2,3,Healthcare Representative,2,Single,8606,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,67,46,73,62
SN00649,41.0,Travel_Rarely,167.0,Research & Development,12,4,Life Sciences,1158,2,Male,3,1,Laboratory Technician,4,Married,4766,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0,70,46,80,75
SN00650,43.0,Travel_Frequently,394.0,Sales,26,2,Life Sciences,158,3,Male,3,4,Manager,4,Married,16959,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12,52,46,74,69
SN00652,,Travel_Rarely,607.0,Research & Development,9,3,Life Sciences,880,4,Female,2,3,Manufacturing Director,3,Married,10685,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15,55,31,59,63
SN00653,31.0,Travel_Rarely,408.0,Research & Development,9,4,Life Sciences,493,3,Male,2,1,Research Scientist,2,Single,2657,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2,60,48,71,81
SN00654,45.0,Travel_Rarely,1385.0,Research & Development,20,2,Medical,372,3,Male,3,4,Healthcare Representative,4,Married,13496,0,Y,Yes,14,3,2,80,0,21,2,3,20,7,4,10,63,30,65,59
SN00655,33.0,Travel_Rarely,1075.0,Human Resources,0,2,Human Resources,910,4,Male,3,1,Human Resources,2,Divorced,2277,3,Y,Yes,11,3,3,80,1,7,4,4,4,3,0,3,70,51,74,82
SN00656,32.0,Travel_Rarely,604.0,Sales,8,3,Medical,1304,3,Male,4,2,Sales Executive,4,Married,6209,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8,63,46,78,80
SN00657,34.0,Travel_Frequently,1003.0,Research & Development,2,2,Life Sciences,1140,4,Male,3,2,Manufacturing Director,3,Single,4033,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,56,45,70,67
SN00658,40.0,Travel_Frequently,1184.0,Sales,2,4,Medical,1212,2,Male,3,2,Sales Executive,2,Married,4327,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0,61,32,64,60
SN00659,34.0,Non-Travel,1065.0,Sales,23,4,Marketing,60,2,Male,3,2,Sales Executive,3,Single,4568,0,Y,No,20,4,3,80,0,10,2,3,9,5,8,7,61,41,63,61
SN00660,33.0,Non-Travel,775.0,Research & Development,4,3,Technical Degree,1771,4,Male,3,2,Research Scientist,2,Divorced,3055,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7,62,37,61,61
SN00661,32.0,Travel_Rarely,499.0,Sales,2,1,Marketing,1396,3,Male,3,2,Sales Executive,2,Married,4078,0,Y,Yes,13,3,1,80,3,4,3,2,3,2,1,2,62,48,75,66
SN00662,20.0,Travel_Rarely,654.0,Sales,21,3,Marketing,1226,3,Male,4,1,Sales Representative,4,Single,2678,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2,61,30,62,63
SN00663,36.0,Travel_Rarely,796.0,Research & Development,12,5,Medical,1073,4,Female,2,3,Manufacturing Director,4,Single,8858,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,55,30,61,60
SN00664,27.0,Travel_Rarely,591.0,Research & Development,2,1,Medical,7,1,Male,3,1,Laboratory Technician,2,Married,3468,9,Y,No,12,3,4,80,1,6,3,3,2,2,2,2,53,46,71,63
SN00665,,Travel_Rarely,949.0,Research & Development,1,3,Technical Degree,1415,1,Male,3,1,Laboratory Technician,4,Married,3229,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2,51,40,60,60
SN00666,37.0,Travel_Rarely,589.0,Sales,9,2,Marketing,1787,2,Male,2,2,Sales Executive,2,Married,4189,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3,53,38,62,59
SN00667,46.0,Travel_Rarely,488.0,Sales,2,3,Technical Degree,363,3,Female,1,4,Manager,2,Married,16872,3,Y,Yes,12,3,2,80,1,28,2,2,7,7,7,7,59,30,64,65
SN00668,45.0,Travel_Rarely,1329.0,Research & Development,2,2,Other,1635,4,Female,2,2,Manufacturing Director,4,Divorced,5770,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9,62,45,70,65
SN00669,34.0,Travel_Rarely,1480.0,Sales,4,3,Life Sciences,1882,3,Male,3,3,Sales Executive,4,Married,9713,2,Y,Yes,13,3,4,80,3,9,3,3,5,3,1,0,54,44,67,69
SN00671,,Travel_Frequently,200.0,Research & Development,18,2,Life Sciences,1412,3,Male,3,3,Manufacturing Director,4,Single,9362,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2,64,30,62,64
SN00673,40.0,Travel_Frequently,593.0,Research & Development,9,4,Medical,1166,2,Female,3,3,Research Director,3,Single,13499,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13,68,44,70,71
SN00675,39.0,Travel_Rarely,1132.0,Research & Development,1,3,Medical,417,3,Male,4,3,Healthcare Representative,4,Divorced,9613,0,Y,No,17,3,1,80,3,19,5,2,18,10,3,7,61,50,72,76
SN00676,,Travel_Rarely,580.0,Research & Development,27,3,Medical,1622,2,Female,1,2,Manufacturing Director,1,Divorced,4877,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0,70,50,77,81
SN00677,33.0,Travel_Frequently,553.0,Research & Development,0,4,Life Sciences,428,4,Female,3,3,Manager,2,Married,11878,6,Y,No,11,3,2,80,2,12,2,3,10,6,8,8,59,37,59,64
SN00678,19.0,Travel_Rarely,1181.0,Research & Development,0,1,Medical,201,2,Female,3,1,Laboratory Technician,2,Single,1483,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,63,43,71,69
SN00679,34.0,Travel_Rarely,182.0,Research & Development,1,4,Life Sciences,797,2,Female,4,1,Research Scientist,4,Single,3280,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3,63,37,62,59
SN00681,39.0,Travel_Rarely,1387.0,Research & Development,10,5,Medical,1618,2,Male,3,2,Manufacturing Director,1,Married,5377,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7,62,44,74,66
SN00682,31.0,Travel_Frequently,853.0,Research & Development,1,1,Life Sciences,1011,3,Female,3,2,Manufacturing Director,1,Married,4148,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3,47,29,60,59
SN00683,27.0,Travel_Rarely,199.0,Research & Development,6,3,Life Sciences,1162,4,Male,2,1,Research Scientist,3,Married,2539,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2,49,26,55,54
SN00684,34.0,Travel_Rarely,479.0,Research & Development,7,4,Medical,1577,1,Male,3,1,Research Scientist,4,Single,2972,1,Y,No,13,3,3,80,0,1,4,1,1,0,0,0,64,49,77,79
SN00685,24.0,Travel_Frequently,535.0,Sales,24,3,Medical,632,4,Male,3,1,Sales Representative,4,Married,2400,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1,55,47,70,68
SN00686,51.0,Travel_Rarely,1405.0,Research & Development,11,2,Technical Degree,1367,4,Female,2,4,Manufacturing Director,2,Single,13142,3,Y,No,16,3,2,80,0,29,1,2,5,2,0,3,46,31,56,59
SN00687,50.0,Non-Travel,881.0,Research & Development,2,4,Life Sciences,905,1,Male,3,4,Manager,1,Divorced,17924,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7,67,47,66,71
SN00688,31.0,Travel_Rarely,329.0,Research & Development,1,2,Life Sciences,530,4,Male,2,1,Laboratory Technician,1,Married,2218,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2,50,46,73,71
SN00689,36.0,Travel_Rarely,913.0,Research & Development,9,2,Medical,699,2,Male,2,2,Manufacturing Director,2,Divorced,8847,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2,51,41,65,60
SN00690,27.0,Travel_Rarely,1377.0,Sales,2,3,Life Sciences,437,4,Male,3,2,Sales Executive,3,Single,4478,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4,52,46,73,63
SN00691,38.0,Travel_Rarely,371.0,Research & Development,2,3,Life Sciences,24,4,Male,3,1,Research Scientist,4,Single,3944,5,Y,Yes,11,3,3,80,0,6,3,3,3,2,1,2,61,47,66,62
SN00692,40.0,Travel_Rarely,658.0,Sales,10,4,Marketing,954,1,Male,2,3,Sales Executive,2,Divorced,9705,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0,51,37,60,62
SN00693,43.0,Travel_Rarely,1273.0,Research & Development,2,2,Medical,46,4,Female,4,1,Research Scientist,3,Divorced,2645,1,Y,No,12,3,4,80,2,6,3,2,5,3,1,4,63,43,71,64
SN00694,27.0,Travel_Rarely,1167.0,Research & Development,4,2,Life Sciences,1259,1,Male,3,1,Research Scientist,3,Divorced,2517,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3,53,32,60,61
SN00695,,Travel_Frequently,773.0,Research & Development,6,3,Life Sciences,1154,3,Male,2,1,Research Scientist,3,Divorced,2703,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,65,40,62,60
SN00696,27.0,Travel_Frequently,1297.0,Research & Development,0,2,Life Sciences,1850,4,Female,3,1,Laboratory Technician,4,Single,2379,0,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2,67,45,69,68
SN00697,45.0,Travel_Rarely,,Research & Development,10,2,Life Sciences,544,1,Male,3,1,Research Scientist,4,Married,2654,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,51,46,74,70
SN00698,34.0,Travel_Frequently,135.0,Research & Development,19,3,Medical,1285,3,Female,3,2,Laboratory Technician,2,Divorced,4444,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10,55,30,63,59
SN00699,27.0,Travel_Frequently,294.0,Research & Development,10,2,Life Sciences,733,4,Male,3,3,Manufacturing Director,1,Divorced,8793,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7,62,46,75,81
SN00700,59.0,Travel_Rarely,1089.0,Sales,1,2,Technical Degree,1048,2,Male,3,3,Manager,4,Married,11904,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,48,30,59,54
SN00701,44.0,Travel_Frequently,1193.0,Research & Development,2,1,Medical,1496,2,Male,3,3,Manufacturing Director,3,Single,10209,5,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2,62,37,61,63
SN00702,31.0,Travel_Frequently,1327.0,Research & Development,0,4,Medical,337,2,Male,3,3,Research Director,3,Divorced,13675,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2,68,44,73,71
SN00703,23.0,Travel_Rarely,977.0,Research & Development,10,3,Technical Degree,1592,4,Male,4,1,Research Scientist,3,Married,2073,2,Y,No,16,3,4,80,1,4,2,3,2,2,2,2,58,39,63,64
SN00704,38.0,Travel_Rarely,330.0,Research & Development,17,1,Life Sciences,1088,3,Female,2,3,Healthcare Representative,3,Married,8823,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,61,50,80,74
SN00705,43.0,Travel_Rarely,782.0,Research & Development,6,4,Other,661,2,Male,2,4,Research Director,4,Divorced,16627,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0,54,45,69,69
SN00706,32.0,Travel_Frequently,967.0,Sales,8,3,Marketing,207,2,Female,3,3,Sales Executive,4,Single,8998,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7,65,41,65,64
SN00707,,Travel_Frequently,482.0,Research & Development,4,4,Life Sciences,1350,3,Male,3,2,Research Scientist,3,Single,4249,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1,55,45,71,65
SN00708,19.0,Travel_Rarely,645.0,Research & Development,9,2,Life Sciences,1193,3,Male,3,1,Research Scientist,1,Single,2552,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0,66,48,78,81
SN00709,45.0,Travel_Rarely,930.0,Sales,9,3,Marketing,864,4,Male,3,3,Sales Executive,1,Divorced,10761,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2,51,38,59,60
SN00710,,Travel_Frequently,1283.0,Sales,1,3,Medical,956,3,Male,2,2,Sales Executive,1,Single,4294,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7,50,37,63,65
SN00711,36.0,Non-Travel,1434.0,Sales,8,4,Life Sciences,789,1,Male,2,3,Sales Executive,1,Single,7587,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9,46,27,59,60
SN00712,43.0,Travel_Rarely,574.0,Research & Development,11,3,Life Sciences,1971,1,Male,3,3,Healthcare Representative,3,Married,7510,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9,52,30,57,57
SN00713,22.0,Non-Travel,1123.0,Research & Development,16,2,Medical,22,4,Male,4,1,Laboratory Technician,4,Divorced,2935,1,Y,Yes,13,3,2,80,2,1,2,2,1,0,0,0,57,37,60,64
SN00715,36.0,Travel_Rarely,429.0,Research & Development,2,4,Life Sciences,1294,3,Female,3,2,Manufacturing Director,2,Single,5410,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12,55,34,65,63
SN00717,36.0,Travel_Frequently,688.0,Research & Development,4,2,Life Sciences,2025,4,Female,3,2,Manufacturing Director,2,Divorced,5131,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2,59,48,74,62
SN00718,52.0,Travel_Rarely,699.0,Research & Development,1,4,Life Sciences,259,3,Male,2,5,Manager,3,Married,19999,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,68,48,79,78
SN00719,32.0,Travel_Rarely,634.0,Research & Development,0,4,Other,1607,2,Female,4,1,Research Scientist,4,Married,3312,3,Y,No,17,3,4,80,2,6,3,3,3,2,0,2,51,44,71,70
SN00720,39.0,Non-Travel,1485.0,Research & Development,25,2,Life Sciences,1397,3,Male,3,3,Healthcare Representative,3,Married,10920,3,Y,No,21,4,2,80,1,13,2,3,6,4,0,5,57,34,60,62
SN00721,52.0,Non-Travel,585.0,Sales,29,4,Life Sciences,2019,1,Male,3,1,Sales Representative,4,Divorced,3482,2,Y,No,15,3,2,80,2,16,3,2,9,8,0,0,50,43,66,64
SN00722,32.0,Travel_Frequently,585.0,Research & Development,10,3,Life Sciences,1720,1,Male,3,1,Research Scientist,3,Married,3433,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3,67,44,67,66
SN00723,34.0,Travel_Frequently,702.0,Research & Development,16,4,Life Sciences,838,3,Female,2,1,Research Scientist,4,Single,2553,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3,54,43,68,62
SN00724,31.0,Travel_Rarely,140.0,Research & Development,12,1,Medical,246,3,Female,3,1,Research Scientist,4,Married,3929,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2,44,23,56,52
SN00725,18.0,Travel_Rarely,812.0,Sales,10,3,Medical,411,4,Female,2,1,Sales Representative,3,Single,1200,1,Y,No,12,3,1,80,0,0,2,3,0,0,0,0,51,37,60,61
SN00726,21.0,Travel_Rarely,1343.0,Sales,22,1,Technical Degree,669,3,Male,3,1,Sales Representative,3,Single,3447,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2,52,39,59,65
SN00727,36.0,Travel_Rarely,430.0,Research & Development,2,4,Other,1847,4,Female,3,2,Research Scientist,2,Married,6962,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0,52,30,60,60
SN00728,24.0,Travel_Rarely,506.0,Research & Development,29,1,Medical,1725,2,Male,3,1,Laboratory Technician,1,Divorced,3907,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2,55,33,61,60
SN00729,34.0,Travel_Rarely,678.0,Research & Development,19,3,Life Sciences,1701,2,Female,2,1,Research Scientist,4,Married,2929,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7,60,47,68,70
SN00730,,Travel_Rarely,810.0,Sales,8,3,Life Sciences,707,4,Male,4,2,Sales Executive,2,Married,4851,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2,67,50,76,81
SN00731,,Travel_Rarely,1423.0,Research & Development,1,3,Life Sciences,1506,1,Male,2,1,Research Scientist,3,Divorced,1563,1,Y,No,14,3,4,80,1,1,2,1,1,0,0,0,63,32,58,64
SN00732,24.0,Travel_Rarely,,Research & Development,17,2,Other,643,4,Male,2,1,Laboratory Technician,2,Married,2127,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0,53,35,61,64
SN00733,58.0,Travel_Rarely,1145.0,Research & Development,9,3,Medical,214,2,Female,2,1,Research Scientist,2,Married,3346,4,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0,62,46,68,64
SN00734,32.0,Travel_Rarely,334.0,Research & Development,0,2,Life Sciences,21,1,Male,4,1,Research Scientist,2,Divorced,3298,0,Y,Yes,12,3,4,80,2,7,5,2,6,2,0,5,66,47,75,76
SN00735,29.0,Travel_Frequently,410.0,Research & Development,2,1,Life Sciences,1513,4,Female,3,1,Laboratory Technician,2,Married,3180,0,Y,No,13,3,3,80,3,4,3,3,3,2,0,2,66,43,73,63
SN00736,29.0,Travel_Rarely,1396.0,Sales,10,3,Life Sciences,749,3,Male,3,1,Sales Representative,3,Single,2642,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0,68,53,88,82
SN00737,44.0,Travel_Rarely,661.0,Research & Development,9,2,Life Sciences,913,2,Male,3,1,Research Scientist,1,Married,2559,1,Y,Yes,13,3,4,80,0,8,0,3,8,7,7,1,47,26,58,52
SN00739,36.0,Travel_Rarely,329.0,Sales,16,4,Marketing,1436,3,Female,2,2,Sales Executive,1,Married,5647,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2,54,47,71,69
SN00740,46.0,Travel_Rarely,717.0,Research & Development,13,4,Life Sciences,1727,3,Male,3,2,Healthcare Representative,2,Single,5562,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9,66,47,66,68
SN00741,40.0,Travel_Rarely,523.0,Research & Development,2,3,Life Sciences,1346,3,Male,3,2,Research Scientist,4,Single,4661,1,Y,No,13,3,3,80,0,9,4,3,9,8,8,8,65,48,76,79
SN00742,31.0,Non-Travel,976.0,Research & Development,0,2,Medical,1948,3,Male,3,1,Research Scientist,1,Divorced,3065,1,Y,Yes,13,3,4,80,1,4,3,4,4,2,2,3,53,46,69,69
SN00743,55.0,Travel_Rarely,147.0,Research & Development,20,2,Technical Degree,389,2,Male,3,2,Laboratory Technician,4,Married,5415,3,Y,Yes,19,3,4,80,1,12,4,3,10,7,0,8,70,47,78,81
SN00745,59.0,Travel_Rarely,142.0,Research & Development,0,3,Life Sciences,309,3,Male,2,1,Research Scientist,4,Married,2177,3,Y,No,17,3,1,80,1,7,6,3,1,0,0,0,85,50,88,82
SN00747,30.0,Travel_Rarely,413.0,Sales,7,1,Marketing,585,4,Male,3,1,Sales Representative,2,Single,2983,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2,61,45,70,63
SN00748,32.0,Travel_Rarely,234.0,Sales,1,4,Medical,2013,2,Male,2,1,Sales Representative,2,Married,2269,0,Y,No,14,3,2,80,1,3,2,3,2,2,2,2,61,30,64,65
SN00750,,Travel_Rarely,890.0,Sales,2,3,Marketing,49,4,Female,3,1,Sales Representative,4,Married,2014,1,Y,No,13,3,1,80,0,2,3,3,2,2,2,2,60,43,65,65
SN00752,40.0,Travel_Rarely,896.0,Research & Development,2,3,Medical,1474,3,Male,3,1,Research Scientist,3,Divorced,2345,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2,52,44,68,65
SN00754,33.0,Non-Travel,1283.0,Sales,2,3,Marketing,1756,4,Female,3,2,Sales Executive,2,Single,5147,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7,60,33,58,63
SN00755,42.0,Travel_Rarely,300.0,Research & Development,2,3,Life Sciences,2031,1,Male,3,5,Manager,3,Married,18880,5,Y,No,11,3,1,80,0,24,2,2,22,6,4,14,60,31,62,63
SN00756,36.0,Travel_Rarely,938.0,Research & Development,2,4,Medical,958,3,Male,3,1,Laboratory Technician,3,Single,2519,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9,85,51,88,81
SN00757,48.0,Travel_Frequently,117.0,Research & Development,22,3,Medical,1900,4,Female,3,4,Manager,4,Divorced,17174,3,Y,No,11,3,2,80,1,24,3,3,22,17,4,7,55,43,73,66
SN00758,49.0,Travel_Rarely,1418.0,Research & Development,1,3,Technical Degree,887,3,Female,3,1,Research Scientist,1,Married,3580,2,Y,No,16,3,2,80,1,7,2,3,4,2,0,2,62,41,61,59
SN00759,43.0,Travel_Rarely,244.0,Human Resources,2,3,Life Sciences,1778,2,Male,3,1,Human Resources,4,Single,3539,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8,63,52,82,75
SN00760,37.0,Travel_Rarely,671.0,Research & Development,19,3,Life Sciences,1631,3,Male,3,2,Manufacturing Director,3,Married,5768,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2,54,33,62,59
SN00761,45.0,Travel_Rarely,1005.0,Research & Development,28,2,Technical Degree,1719,4,Female,2,4,Research Director,2,Single,16704,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6,61,32,65,62
SN00762,55.0,Travel_Rarely,,Research & Development,2,4,Technical Degree,1873,2,Male,2,1,Research Scientist,4,Married,2662,8,Y,No,20,4,2,80,1,19,2,4,5,2,0,4,60,40,58,61
SN00764,22.0,Travel_Rarely,1256.0,Research & Development,19,1,Medical,217,3,Male,3,1,Research Scientist,4,Married,2323,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2,73,55,89,85
SN00765,56.0,Travel_Rarely,206.0,Human Resources,8,4,Life Sciences,1338,4,Male,3,5,Manager,2,Single,19717,6,Y,No,14,3,1,80,0,36,4,3,7,3,7,7,67,51,74,77
SN00767,49.0,Travel_Rarely,174.0,Sales,8,4,Technical Degree,1138,4,Male,2,4,Sales Executive,2,Married,13120,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3,66,47,70,63
SN00768,24.0,Travel_Frequently,897.0,Human Resources,10,3,Medical,1746,1,Male,3,1,Human Resources,4,Married,2145,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1,54,34,58,62
SN00769,46.0,Travel_Rarely,150.0,Research & Development,2,4,Technical Degree,1228,4,Male,3,2,Manufacturing Director,4,Divorced,7379,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4,59,47,68,63
SN00771,53.0,Travel_Rarely,1436.0,Sales,6,2,Marketing,205,2,Male,3,2,Sales Representative,3,Married,2306,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5,61,45,69,66
SN00772,45.0,Travel_Rarely,556.0,Research & Development,25,2,Life Sciences,1888,2,Female,2,2,Manufacturing Director,4,Married,5906,0,Y,No,13,3,4,80,2,10,2,2,9,8,3,8,60,37,64,60
SN00773,33.0,Travel_Frequently,1296.0,Research & Development,6,3,Life Sciences,692,3,Male,3,2,Healthcare Representative,4,Divorced,7725,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7,54,37,58,59
SN00774,46.0,Travel_Rarely,563.0,Sales,1,4,Life Sciences,1602,4,Male,4,4,Manager,1,Single,17567,1,Y,No,15,3,2,80,0,27,5,1,26,0,0,12,65,49,83,72
SN00775,,Travel_Rarely,,Research & Development,27,4,Life Sciences,1728,4,Male,3,2,Manufacturing Director,3,Married,6883,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7,60,45,66,71
SN00776,34.0,Travel_Rarely,665.0,Research & Development,6,4,Other,138,1,Female,3,2,Research Scientist,3,Single,4809,1,Y,No,14,3,3,80,0,16,3,3,16,13,2,10,58,43,73,65
SN00777,24.0,Non-Travel,1092.0,Research & Development,9,3,Life Sciences,812,3,Male,2,1,Laboratory Technician,2,Divorced,2694,1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0,70,52,83,72
SN00778,,Travel_Rarely,185.0,Research & Development,23,4,Medical,1826,2,Male,1,1,Laboratory Technician,3,Married,2705,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3,57,39,65,59
SN00779,45.0,Non-Travel,336.0,Sales,26,3,Marketing,1612,1,Male,2,2,Sales Executive,1,Married,4385,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5,61,40,59,61
SN00780,,Non-Travel,1097.0,Research & Development,11,2,Medical,70,3,Male,2,3,Healthcare Representative,1,Married,9884,2,Y,Yes,13,3,3,80,1,10,3,3,4,0,2,3,63,44,68,68
SN00781,,Travel_Rarely,662.0,Sales,1,5,Marketing,204,3,Male,3,3,Sales Executive,2,Married,7295,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6,59,47,68,66
SN00782,41.0,Travel_Rarely,645.0,Sales,1,3,Marketing,534,2,Male,4,3,Sales Executive,1,Married,8392,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7,64,32,60,62
SN00783,33.0,Travel_Rarely,,Research & Development,15,2,Medical,2009,2,Female,3,2,Healthcare Representative,4,Married,4878,0,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1,76,53,83,80
SN00784,36.0,Travel_Frequently,635.0,Research & Development,18,1,Medical,286,2,Female,3,1,Laboratory Technician,4,Single,2153,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7,54,39,59,60
